"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"IMMZD1","IMMZD1.typeOfHepatitisADose","IMMZD1.typeOfHepatitisADose","","","",0,1,"","","","Coding {[]} {[]}
","Type of hepatitis A dose","The type of hepatitis A-containing vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE237","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE237
",,,,"IMMZD1.typeOfHepatitisADose",0,1,"","IMMZ-D-reqVType-13:Required if input in IMMZ.D.DE19 vaccine type is Hepatitis A-containing vaccines {%resource.vaccineType.value != 'DE5' or $this.exists()}
"
"IMMZD1","IMMZD1.typeOfHepatitisBDose","IMMZD1.typeOfHepatitisBDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of hepatitis B dose","The type of hepatitis B-containing vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE254","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE254
",,,,"IMMZD1.typeOfHepatitisBDose",0,1,"","IMMZ-D-reqVType-14:Required if input in IMMZ.D.DE6 vaccine type is Hepatitis B-containing vaccines {%resource.vaccineType.value != 'DE6' or $this.exists()}
"
"IMMZD1","IMMZD1.vnaLevel","IMMZD1.vnaLevel","","","",0,1,"","","","decimal {[]} {[]}
","VNA level","Vaccine-induced neutralizing antibody (VNA) level, measured as a serum antibody concentration from the result of the concentrated, purified cell culture-derived and embryonated egg-based rabies vaccines (CCEEV)","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE240
",,,,"IMMZD1.vnaLevel",0,1,"","IMMZ-D-reqVType-15:Required if input in IMMZ.D.DE19 vaccine type is Rabies vaccines {%resource.vaccineType.value != 'DE15' or $this.exists()}
"
"IMMZD1","IMMZD1.riskOfOccupationalExposureToRabiesVirus","IMMZD1.riskOfOccupationalExposureToRabiesVirus","","","",0,1,"","","","boolean {[]} {[]}
","Risk of occupational exposure to rabies virus","Professional at risk of occupational exposure to rabies virus, particularly animal health workers. Also considered for medical professionals who regularly provide care to persons with rabies","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE253
",,,,"IMMZD1.riskOfOccupationalExposureToRabiesVirus",0,1,"","IMMZ-D-reqVType-15:Required if input in IMMZ.D.DE19 vaccine type is Rabies vaccines {%resource.vaccineType.value != 'DE15' or $this.exists()}
"
"IMMZD1","IMMZD1.dengueSerostatus","IMMZD1.dengueSerostatus","","","",0,1,"","","","Coding {[]} {[]}
","Dengue serostatus","Indicates the result of a serological test determining whether the client has antibodies against the dengue virus","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE241","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE241
",,,,"IMMZD1.dengueSerostatus",0,1,"","IMMZ-D-reqVType-16:Required if input in IMMZ.D.DE19 vaccine type is Dengue vaccines {%resource.vaccineType.value != 'DE25' or $this.exists()}
"
"IMMZD1","IMMZD1.vaccineType","IMMZD1.vaccineType","","","",1,*,"","","","Coding {[]} {[]}
","Vaccine type","Vaccine type/category that was administered or was to be administered. Any vaccine code available in the IMMZ.Z Vaccine library list of codes applies in this data element","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.Z.VS","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE19
http://loinc.org#39236-5 (Vaccine code (CPT [Current Procedural Terminology]) CPHS (Children's Preventative Health System))http://snomed.info/sct#787859002 (Vaccine product (medicinal product))",,,,"IMMZD1.vaccineType",1,*,"",""
"IMMZD1","IMMZD1.dateAndTimeOfVaccination","IMMZD1.dateAndTimeOfVaccination","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of vaccination","Represents the visit/encounter date, which is the date and time when each vaccine was administered to the client","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE20
http://loinc.org#30952-6 (Date and time of vaccination)",,,,"IMMZD1.dateAndTimeOfVaccination",1,1,"",""
"IMMZD1","IMMZD1.contactDate","IMMZD1.contactDate","","","",0,1,"","","","dateTime {[]} {[]}
","Contact date","The date and time of the client's contact","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE201
http://loinc.org#21975-8 (Date last contact)http://snomed.info/sct#406543005 (Date of visit)",,,,"IMMZD1.contactDate",0,1,"","IMMZ-D-dateTimeOccurred-1:DateTime ≤ current DateTime {not($this.exists()) or $this.value <= now()}
"
"IMMZD1","IMMZD1.ancContactNumber","IMMZD1.ancContactNumber","","","",0,1,"","","","integer {[]} {[]}
","ANC contact number","The antenatal care (ANC) contact or visit number","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE202
http://loinc.org#75612-2 (Number of visits to this health-care entity in the last 12 months)http://snomed.info/sct#3401000175105 (Total number of prenatal care visits)",,,,"IMMZD1.ancContactNumber",0,1,"",""
"IMMZD1","IMMZD1.doseNumber","IMMZD1.doseNumber","","","",1,1,"","","","integer {[]} {[]}
","Dose number","Vaccine dose number including dose number within series","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE124
",,,,"IMMZD1.doseNumber",1,1,"","IMMZ-D-reqGTEZero-1:Must be positive decimal value greater than or equal to zero (≥0) {not($this.exists()) or $this.value >= 0}
"
"IMMZD13","IMMZD13","IMMZD13","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D13.Update client record","Data elements for the IMMZ.D13.Update client record Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD13","IMMZD13.patient","IMMZD13.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD13.patient",1,1,"",""
"IMMZD13","IMMZD13.birthDose","IMMZD13.birthDose","","","",0,1,"","","","boolean {[]} {[]}
","Birth dose","Indicates if the client received a dose within 24 hours of birth. Whether a birth dose is counted as part of the primary series will depend on the antigen","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE263
",,,,"IMMZD13.birthDose",0,1,"","IMMZ-D-reqVType-1:Required if input in IMMZ.D.DE19 vaccine type is Hepatitis B-containing vaccines OR Poliovirus-containing vaccines. {(%resource.vaccineType.value != 'DE6' and %resource.vaccineType.value != 'DE14') or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfDose","IMMZD13.typeOfDose","","","",1,1,"","","","Coding {[]} {[]}
","Type of dose","The type of dose in a series that the client received","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE258","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE258
",,,,"IMMZD13.typeOfDose",1,1,"",""
"IMMZD13","IMMZD13.completedThePrimaryVaccinationSeries","IMMZD13.completedThePrimaryVaccinationSeries","","","",0,1,"","","","boolean {[]} {[]}
","Completed the primary vaccination series","Indicates if the client has completed the primary vaccination series of a product/antigen. If the client has not yet completed their primary series, it means they may be expected to receive more doses to complete their vaccination regimen for the respective product/antigen","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE203
",,,,"IMMZD13.completedThePrimaryVaccinationSeries",0,1,"",""
"IMMZD13","IMMZD13.completedTheBoosterSeries","IMMZD13.completedTheBoosterSeries","","","",0,1,"","","","boolean {[]} {[]}
","Completed the booster series","Indicates if the client has completed the booster series of a product/antigen","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE257
",,,,"IMMZD13.completedTheBoosterSeries",0,1,"",""
"IMMZD13","IMMZD13.dateWhenPrimaryVaccinationSeriesWasCompleted","IMMZD13.dateWhenPrimaryVaccinationSeriesWasCompleted","","","",0,1,"","","","date {[]} {[]}
","Date when primary vaccination series was completed","The date when the client completed the primary vaccination series (per product/antigen)","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE242
",,,,"IMMZD13.dateWhenPrimaryVaccinationSeriesWasCompleted",0,1,"","IMMZ-D-reqPrimaryCompleted-1:Required if input in IMMZ.D.DE203 Completed the primary vaccination series is Yes {%resource.completedTheBoosterSeries.value = false or $this.exists()}
IMMZ-D-dateOccurred-1:Date ≤ current date {not($this.exists()) or $this.value <= today()}"
"IMMZD13","IMMZD13.hivStatus","IMMZD13.hivStatus","","","",0,1,"","","","Coding {[]} {[]}
","HIV status","The current HIV status of the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE204","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE204
http://loinc.org#55277-8 (HIV Status)http://snomed.info/sct#278977008 (HIV status)",,,,"IMMZD13.hivStatus",0,1,"",""
"IMMZD13","IMMZD13.typeOfPoliovirusDose","IMMZD13.typeOfPoliovirusDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of poliovirus dose","The type of the poliovirus vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE212","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE212
http://id.who.int/icd/release/11/mms#XM0N50 (Poliomyelitis vaccines)",,,,"IMMZD13.typeOfPoliovirusDose",0,1,"","IMMZ-D-reqVType-4:Required if input in IMMZ.D.DE19 vaccine type is BCG vaccines OR Hepatitis B-containing vaccines {(%resource.vaccineType.value != 'DE1' and %resource.vaccineType.value != 'DE6') or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfJeDose","IMMZD13.typeOfJeDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of JE dose","The type of Japanese encephalitis (JE) vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE216","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE216
",,,,"IMMZD13.typeOfJeDose",0,1,"","IMMZ-D-reqVType-8:Required if input in IMMZ.D.DE19 vaccine type is JE vaccines {%resource.vaccineType.value != 'DE8' or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfTbeDose","IMMZD13.typeOfTbeDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of TBE dose","The type of tick-borne encephalitis (TBE) vaccine dose administered","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE220","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE220
",,,,"IMMZD13.typeOfTbeDose",0,1,"","IMMZ-D-reqVType-9:Required if input in IMMZ.D.DE19 vaccine type is TBE vaccines {%resource.vaccineType.value != 'DE20' or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfTyphoidDose","IMMZD13.typeOfTyphoidDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of typhoid dose","The type of typhoid vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE225","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE225
",,,,"IMMZD13.typeOfTyphoidDose",0,1,"","IMMZ-D-reqVType-10:Required if input in IMMZ.D.DE19 vaccine type is Typhoid vaccines {%resource.vaccineType.value != 'DE21' or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfCholeraDose","IMMZD13.typeOfCholeraDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of cholera dose","The type of cholera vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE229","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE229
",,,,"IMMZD13.typeOfCholeraDose",0,1,"","IMMZ-D-reqVType-11:Required if input in IMMZ.D.DE19 vaccine type is Cholera vaccines {%resource.vaccineType.value != 'DE2' or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfMeningococcalDose","IMMZD13.typeOfMeningococcalDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of meningococcal dose","The type of meningococcal vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE232","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE232
",,,,"IMMZD13.typeOfMeningococcalDose",0,1,"","IMMZ-D-reqVType-12:Required if input in IMMZ.D.DE19 vaccine type is Meningococcal vaccines {%resource.vaccineType.value != 'DE10' or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfHepatitisADose","IMMZD13.typeOfHepatitisADose","","","",0,1,"","","","Coding {[]} {[]}
","Type of hepatitis A dose","The type of hepatitis A-containing vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE237","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE237
",,,,"IMMZD13.typeOfHepatitisADose",0,1,"","IMMZ-D-reqVType-13:Required if input in IMMZ.D.DE19 vaccine type is Hepatitis A-containing vaccines {%resource.vaccineType.value != 'DE5' or $this.exists()}
"
"IMMZD13","IMMZD13.typeOfHepatitisBDose","IMMZD13.typeOfHepatitisBDose","","","",0,1,"","","","Coding {[]} {[]}
","Type of hepatitis B dose","The type of hepatitis B-containing vaccine dose administered to the client","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE254","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE254
",,,,"IMMZD13.typeOfHepatitisBDose",0,1,"","IMMZ-D-reqVType-14:Required if input in IMMZ.D.DE6 vaccine type is Hepatitis B-containing vaccines {%resource.vaccineType.value != 'DE6' or $this.exists()}
"
"IMMZD13","IMMZD13.vaccineType","IMMZD13.vaccineType","","","",1,*,"","","","Coding {[]} {[]}
","Vaccine type","Vaccine type/category that was administered or was to be administered. Any vaccine code available in the IMMZ.Z Vaccine library list of codes applies in this data element","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.Z.VS","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE19
http://loinc.org#39236-5 (Vaccine code (CPT [Current Procedural Terminology]) CPHS (Children's Preventative Health System))http://snomed.info/sct#787859002 (Vaccine product (medicinal product))",,,,"IMMZD13.vaccineType",1,*,"",""
"IMMZD13","IMMZD13.dateAndTimeOfVaccination","IMMZD13.dateAndTimeOfVaccination","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of vaccination","Represents the visit/encounter date, which is the date and time when each vaccine was administered to the client","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE20
http://loinc.org#30952-6 (Date and time of vaccination)",,,,"IMMZD13.dateAndTimeOfVaccination",1,1,"",""
"IMMZD13","IMMZD13.contactDate","IMMZD13.contactDate","","","",0,1,"","","","dateTime {[]} {[]}
","Contact date","The date and time of the client's contact","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE201
http://loinc.org#21975-8 (Date last contact)http://snomed.info/sct#406543005 (Date of visit)",,,,"IMMZD13.contactDate",0,1,"","IMMZ-D-dateTimeOccurred-1:DateTime ≤ current DateTime {not($this.exists()) or $this.value <= now()}
"
"IMMZD13","IMMZD13.ancContactNumber","IMMZD13.ancContactNumber","","","",0,1,"","","","integer {[]} {[]}
","ANC contact number","The antenatal care (ANC) contact or visit number","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE202
http://loinc.org#75612-2 (Number of visits to this health-care entity in the last 12 months)http://snomed.info/sct#3401000175105 (Total number of prenatal care visits)",,,,"IMMZD13.ancContactNumber",0,1,"",""
"IMMZD13","IMMZD13.doseNumber","IMMZD13.doseNumber","","","",1,1,"","","","integer {[]} {[]}
","Dose number","Vaccine dose number including dose number within series","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE124
",,,,"IMMZD13.doseNumber",1,1,"","IMMZ-D-reqGTEZero-1:Must be positive decimal value greater than or equal to zero (≥0) {not($this.exists()) or $this.value >= 0}
"
"IMMZD13","IMMZD13.immunizationEventStatus","IMMZD13.immunizationEventStatus","","","",1,1,"","","","Coding {[]} {[]}
","Immunization event status","The current status of the individual immunization event","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE1","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE1
",,,,"IMMZD13.immunizationEventStatus",1,1,"",""
"IMMZD13","IMMZD13.reasonVaccineWasNotAdministered","IMMZD13.reasonVaccineWasNotAdministered","","","",0,1,"","","","Coding {[]} {[]}
","Reason vaccine was not administered","The reason this immunization event was not performed","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE5","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE5
http://id.who.int/icd/release/11/mms#QC04 (Immunization not carried out)",,,,"IMMZD13.reasonVaccineWasNotAdministered",0,1,"","IMMZ-D-statusNotDone-1:Required if input in IMMZ.D.DE1 Immunization event status is Not Done {%resource.immunizationEventStatus.value = 'DE4' or $this.exists()}
"
"IMMZD13","IMMZD13.vaccineBrand","IMMZD13.vaccineBrand","","","",1,1,"","","","Coding {[]} {[]}
","Vaccine brand","The brand or trade name used to refer to the vaccine received","","","","","","","","","",,"example","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE18","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE18
",,,,"IMMZD13.vaccineBrand",1,1,"",""
"IMMZD13","IMMZD13.liveVaccine","IMMZD13.liveVaccine","","","",0,1,"","","","boolean {[]} {[]}
","Live vaccine","Uses a living but weakened version of the virus or one that is very similar","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE173
",,,,"IMMZD13.liveVaccine",0,1,"",""
"IMMZD13","IMMZD13.countryOfVaccination","IMMZD13.countryOfVaccination","","","",1,1,"","","","Coding {[]} {[]}
","Country of vaccination","The service delivery country where the vaccine administration occurred","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/iso3166-1-3","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE21
",,,,"IMMZD13.countryOfVaccination",1,1,"",""
"IMMZD13","IMMZD13.administrativeArea","IMMZD13.administrativeArea","","","",0,1,"","","","Coding {[]} {[]}
","Administrative area","The service delivery location (location name, city, municipality, town or village) where the vaccine administration occurred","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE22
http://loinc.org#72060-7 (Where was vaccine received)",,,,"IMMZD13.administrativeArea",0,1,"",""
"IMMZD13","IMMZD13.vaccineManufacturer","IMMZD13.vaccineManufacturer","","","",1,1,"","","","Coding {[]} {[]}
","Vaccine manufacturer","The manufacturer of the vaccine product","","","","","","","","","",,"example","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE23","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE23
http://loinc.org#30957-5 (Manufacturer name [Identifier] Vaccine)",,,,"IMMZD13.vaccineManufacturer",1,1,"",""
"IMMZD13","IMMZD13.vaccineBatchNumber","IMMZD13.vaccineBatchNumber","","","",0,1,"","","","string {[]} {[]}
","Vaccine batch number","Batch number or lot number of vaccine","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE24
http://loinc.org#30959-1 (Lot number [Identifier] Vaccine)",,,,"IMMZD13.vaccineBatchNumber",0,1,"",""
"IMMZD13","IMMZD13.vaccineMarketAuthorizationHolder","IMMZD13.vaccineMarketAuthorizationHolder","","","",1,1,"","","","Coding {[]} {[]}
","Vaccine market authorization holder","Name of the market authorization holder of the vaccine received. If market authorization holder is unknown, vaccine manufacturer is REQUIRED","","","","","","","","","",,"example","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE25","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE25
",,,,"IMMZD13.vaccineMarketAuthorizationHolder",1,1,"",""
"IMMZD13","IMMZD13.expirationDate","IMMZD13.expirationDate","","","",0,1,"","","","date {[]} {[]}
","Expiration date","The expiration date of the vaccine","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE26
http://loinc.org#74066-2 (Expiration date of medication (Agency for Healthcare Research and Quality [AHRQ]))",,,,"IMMZD13.expirationDate",0,1,"",""
"IMMZD13","IMMZD13.doseQuantity","IMMZD13.doseQuantity","","","",0,1,"","","","Quantity {[]} {[]}
","Dose quantity","The quantity of vaccine product that was administered","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE34
http://loinc.org#82745-1 (Doses of vaccine given per symptom onset)",,,,"IMMZD13.doseQuantity",0,1,"","IMMZ-D-reqGTZero-1:Must be positive decimal value greater than zero (>0.00) {not($this.exists()) or $this.value > 0}
"
"IMMZD13","IMMZD13.healthWorkerIdentifier","IMMZD13.healthWorkerIdentifier","","","",0,1,"","","","string {[]} {[]}
","Health worker identifier","The person, organization or role of the entity that performed the act of giving the vaccine to the client. The implementing system can choose to populate this field using data from a health worker registry or health-care facility registry","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE35
",,,,"IMMZD13.healthWorkerIdentifier",0,1,"",""
"IMMZD13","IMMZD13.totalDosesInSeries","IMMZD13.totalDosesInSeries","","","",0,1,"","","","integer {[]} {[]}
","Total doses in series","The recommended number of doses for immunity according to the national immunization schedule (which may be based on product, age, etc.)","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE125
",,,,"IMMZD13.totalDosesInSeries",0,1,"","IMMZ-D-reqGTZero-1:Must be positive decimal value greater than zero (>0.00) {not($this.exists()) or $this.value > 0}
"
"IMMZD13","IMMZD13.diseaseTargeted","IMMZD13.diseaseTargeted","","","",0,*,"","","","Coding {[]} {[]}
","Disease targeted","Vaccine-preventable disease being targeted","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE126","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE126
",,,,"IMMZD13.diseaseTargeted",0,*,"",""
"IMMZD13","IMMZD13.dueDateOfNextDose","IMMZD13.dueDateOfNextDose","","","",0,1,"","","","date {[]} {[]}
","Due date of next dose","Date on which the next vaccination should be administered, if a next dose is required","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE149
",,,,"IMMZD13.dueDateOfNextDose",0,1,"",""
"IMMZD17","IMMZD17","IMMZD17","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D17.Report AEFI","Data elements for the IMMZ.D17.Report AEFI Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD17","IMMZD17.patient","IMMZD17.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD17.patient",1,1,"",""
"IMMZD17","IMMZD17.reactionReported","IMMZD17.reactionReported","","","",0,1,"","","","boolean {[]} {[]}
","Reaction reported","Indicates observation of an adverse event/reaction","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE92
http://id.who.int/icd/release/11/mms#PK81.7 (Injection or infusion for therapeutic or diagnostic purposes associated with injury or harm in therapeutic use)http://snomed.info/sct#418799008 (Finding reported by subject or history provider (finding))",,,,"IMMZD17.reactionReported",0,1,"",""
"IMMZD17","IMMZD17.reactionDate","IMMZD17.reactionDate","","","",0,1,"","","","date {[]} {[]}
","Reaction date","When adverse event/reaction started","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE93
http://loinc.org#30953-4 (Date and time of onset of vaccination adverse event)",,,,"IMMZD17.reactionDate",0,1,"","IMMZ-D-reqReaction-1:Required if input in IMMZ.D.DE92 Reaction reported is Yes {not(%resource.reactionReport.exists()) or %resource.reactionReported.value != true or $this.exists()}
IMMZ-D-dateOccurred-1:Date ≤ current date {not($this.exists()) or $this.value <= today()}"
"IMMZD17","IMMZD17.reactionManifestation","IMMZD17.reactionManifestation","","","",0,1,"","","","Coding {[]} {[]}
","Reaction manifestation","The manifestation of the reaction (e.g. infected abscess, swelling, rash, hives, diarrhoea, etc.) observed after administering the vaccine","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE95","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE95
http://id.who.int/icd/release/11/mms#NE80.3 (Other serum reactions. This code includes 'Complications of vaccination, serum reaction'. A more specific code may be selected based on the documented reaction/manifestation)",,,,"IMMZD17.reactionManifestation",0,1,"","IMMZ-D-reqReaction-1:Required if input in IMMZ.D.DE92 Reaction reported is Yes {not(%resource.reactionReport.exists()) or %resource.reactionReported.value != true or $this.exists()}
"
"IMMZD17","IMMZD17.typeOfReaction","IMMZD17.typeOfReaction","","","",0,1,"","","","Coding {[]} {[]}
","Type of reaction","If the event resulted in a reaction, what is the type of reaction","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE107","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE107
",,,,"IMMZD17.typeOfReaction",0,1,"","IMMZ-D-reqReaction-1:Required if input in IMMZ.D.DE92 Reaction reported is Yes {not(%resource.reactionReport.exists()) or %resource.reactionReported.value != true or $this.exists()}
"
"IMMZD17","IMMZD17.otherImportantMedicalEvent","IMMZD17.otherImportantMedicalEvent","","","",0,1,"","","","string {[]} {[]}
","Other important medical event (specify)","There was another important reaction or medical event","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE113
",,,,"IMMZD17.otherImportantMedicalEvent",0,1,"",""
"IMMZD17","IMMZD17.reactionOutcome","IMMZD17.reactionOutcome","","","",0,1,"","","","Coding {[]} {[]}
","Reaction outcome","The outcome of the reaction (e.g. death, recovered, recovering)","","","","","","","","","",,"required","","http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE115","http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE115
http://snomed.info/sct#293104008 (Adverse reaction to component of vaccine product (disorder))",,,,"IMMZD17.reactionOutcome",0,1,"","IMMZ-D-reqReaction-1:Required if input in IMMZ.D.DE92 Reaction reported is Yes {not(%resource.reactionReport.exists()) or %resource.reactionReported.value != true or $this.exists()}
"
"IMMZD18","IMMZD18","IMMZD18","","","",0,*,"","","","null {[]} {[]}
","IMMZ.D18.Determine time for next visit","Data elements for the IMMZ.D18.Determine time for next visit Data Dictionary Activity.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"IMMZD18","IMMZD18.patient","IMMZD18.patient","","","",1,1,"","","","Reference {[]} {[]}
","Patient","The patient.","","","","","","","","","",,,,,"",,,,"IMMZD18.patient",1,1,"",""
"IMMZD18","IMMZD18.dateTimeOfFollowUpAppointment","IMMZD18.dateTimeOfFollowUpAppointment","","","",0,1,"","","","dateTime {[]} {[]}
","Date/time of follow-up appointment","Date the client is to return for next vaccination","","","","","","","","","",,,,,"http://smart.who.int/immunizations/CodeSystem/IMMZ.D#DE185
http://snomed.info/sct#185353001 (Appointment date (finding))",,,,"IMMZD18.dateTimeOfFollowUpAppointment",0,1,"",""
